Family_ID,POS,Word/Collocations,Strict_Synonyms,Meaning_VN,,
1200,phrase,cognitive dissonance,,sự bất hòa nhận thức (trạng thái khó chịu khi niềm tin/hành vi mâu thuẫn),,
1201,n,bias,prejudice,định kiến thiên kiến (quan điểm thiên lệch không khách quan),,
1202,n,heuristic,,phương pháp heuristic (lối giải quyết vấn đề dựa trên kinh nghiệm không đảm bảo tối ưu),,
1202,phrase,cognitive heuristic,,lối tắt tư duy (quy tắc đơn giản giúp ra quyết định nhanh),,
1203,n,schema,framework,lược đồ nhận thức (khuôn mẫu tư duy tổ chức thông tin và kinh nghiệm),,
1203,n,schemata,,các lược đồ (số nhiều),,
1203,phrase,mental schema,,lược đồ tinh thần,,
1204,n,introversion,,tính hướng nội (tập trung vào nội tâm ưa thích môi trường yên tĩnh),,
1204,n,extroversion,,tính hướng ngoại (hướng ngoại ưa thích tương tác xã hội),,
1205,n,self-esteem,self-worth,lòng tự trọng sự đánh giá về giá trị bản thân,,
1206,n,resilience,fortitude,sự kiên cường khả năng phục hồi sau nghịch cảnh,,
1206,adj,resilient,tough,kiên cường dẻo dai,,
1207,n,subconscious,unconscious mind,tiềm thức (phần tâm trí bên dưới ý thức),,
1207,adj,subconscious,,(thuộc về) tiềm thức,,
1208,n,genre,category,thể loại (phân loại trong nghệ thuật dựa trên hình thức nội dung),,
1208,phrase,literary genre,,thể loại văn học,,
1208,phrase,musical genre,,thể loại âm nhạc,,
1209,n,protagonist,main character,nhân vật chính (của một câu chuyện),,
1209,n,antagonist,opponent,nhân vật phản diện đối thủ của nhân vật chính,,
1210,n,aesthetic,,thẩm mỹ (quan niệm hoặc nguyên tắc về vẻ đẹp),,
1210,adj,aesthetic,artistic,(thuộc về) thẩm mỹ,,
1210,phrase,aesthetic value,,giá trị thẩm mỹ,,
1211,n,motif,theme,mô-típ (yếu tố ý tưởng hoặc hình ảnh được lặp lại trong tác phẩm) ,,
1211,phrase,recurring motif,,mô-típ lặp lại (tạo nên chủ đề chính),,
1212,n,symbolism,,chủ nghĩa tượng trưng (sử dụng biểu tượng để thể hiện ý tưởng),,
1212,v,symbolize,represent,tượng trưng cho,,
1213,n,critique,critical analysis,bài phê bình sự phân tích/phê bình mang tính phản biện,,
1213,v,critique,analyze critically,phê bình phân tích một cách phản biện,,
1214,adj,avant-garde,innovative,tiên phong cách tân (trong nghệ thuật),,
1214,n,avant-garde,,trào lưu/nghệ thuật tiên phong,,
1215,n,canon,,quy điển (tập hợp các tác phẩm được công nhận là quan trọng mẫu mực),,
1215,adj,canonical,authoritative,(thuộc về) quy điển kinh điển,,
1216,n,satire,,sự châm biếm (dùng sự hài hước châm chọc để phê phán),,
1216,adj,satirical,mocking,(thuộc về) châm biếm,,
1216,phrase,political satire,,sự châm biếm chính trị,,
1217,n,irony,,sự trớ trêu nghịch lý (khi kết quả trái ngược với dự định hoặc ý nghĩa bề ngoài),,
1217,adj,ironic,paradoxical,mang tính trớ trêu nghịch lý,,
1218,n,juxtaposition,contrast,sự đặt cạnh nhau (để tạo ra sự so sánh hoặc tương phản),,
1218,v,juxtapose,place side by side,đặt cạnh nhau (để so sánh/đối chiếu),,
1219,n,foreshadowing,,sự báo trước (cung cấp manh mối hoặc gợi ý về sự kiện tương lai trong tác phẩm),,
1220,n,narrative,story,tường thuật câu chuyện (cách thức một câu chuyện được kể lại),,
1220,phrase,first-person narrative,,"lối kể chuyện ngôi thứ nhất (sử dụng ""tôi"")",,
1221,n,perspective,point of view,góc nhìn quan điểm (vị trí từ đó một câu chuyện hoặc sự việc được nhìn nhận),,
1221,phrase,historical perspective,,góc nhìn lịch sử,,
1222,n,plot,storyline,cốt truyện (chuỗi các sự kiện chính trong một câu chuyện),,
1222,phrase,plot twist,,bước ngoặt bất ngờ trong cốt truyện,,
1223,n,ethics,,đạo đức học (ngành nghiên cứu về điều gì là đúng/sai),,
1223,adj,ethical,moral,thuộc về đạo đức có đạo đức,,
1223,phrase,medical ethics,,đạo đức y học,,
1223,phrase,ethical dilemma,,tình thế tiến thoái lưỡng nan về mặt đạo đức,,
1224,n,virtue,moral excellence,đức hạnh phẩm chất đạo đức tốt đẹp,,
1224,adj,virtuous,moral,đức hạnh có đạo đức tốt,,
1224,phrase,civic virtue,,đức hạnh công dân (thể hiện qua sự tham gia vì lợi ích cộng đồng),,
1225,n,utilitarianism,,chủ nghĩa vị lợi (triết lý đạo đức cho rằng hành động tốt là hành động tối đa hóa lợi ích cho số đông),,
1225,adj,utilitarian,practical,thực dụng đề cao tính hữu ích công năng,,
1225,phrase,utilitarian approach,,cách tiếp cận theo chủ nghĩa vị lợi,,
1226,n,altruism,selflessness,lòng vị tha hành động vì lợi ích của người khác mà không mong đợi đền đáp,,
1226,adj,altruistic,selfless,vị tha không vị kỷ,,
1227,n,empiricism,,chủ nghĩa kinh nghiệm (triết lý cho rằng tri thức chỉ đến từ kinh nghiệm giác quan),,
1227,adj,empirical,experimental,(dựa trên) thực nghiệm từ quan sát hoặc thí nghiệm,,
1227,phrase,empirical evidence,,bằng chứng thực nghiệm (thu thập được từ quan sát/ thí nghiệm),,
1228,n,rationalism,,chủ nghĩa lý tính (triết lý cho rằng lý trí là nguồn tri thức chính),,
1228,adj,rational,logical,có lý trí hợp lý,,
1228,phrase,rational behavior,,hành vi dựa trên lý trí tính toán lợi ích,,
1229,v,rationalize,justify,hợp lý hóa tìm lý lẽ để biện minh (thường cho hành động sai trái),,
1230,n,skepticism,,chủ nghĩa hoài nghi (thái độ nghi ngờ đối với các tuyên bố thiếu bằng chứng),,
1230,n,skeptic,,người theo chủ nghĩa hoài nghi,,
1230,adj,skeptical,doubtful,hoài nghi có thái độ nghi ngờ,,
1231,n,existentialism,,chủ nghĩa hiện sinh (triết lý tập trung vào sự tồn tại cá nhân tự do và lựa chọn),,
1231,adj,existential,,(thuộc về) sự tồn tại hiện sinh,,
1231,phrase,existential crisis,,khủng hoảng hiện sinh (cảm giác lo âu về ý nghĩa và mục đích cuộc sống),,
1232,n,stoicism,,chủ nghĩa khắc kỷ (triết lý nhấn mạnh sự tự chủ và bình thản trước cảm xúc),,
1232,adj,stoic,unemotional,khắc kỷ kiên cường ít biểu lộ cảm xúc,,
1233,n,hedonism,,chủ nghĩa khoái lạc (triết lý cho rằng mục đích cuộc sống là tìm kiếm khoái lạc),,
1233,adj,hedonistic,,theo chủ nghĩa khoái lạc,,
1234,n,relativism,,chủ nghĩa tương đối (quan điểm cho rằng chân lý đạo đức phụ thuộc vào quan điểm cá nhân hoặc văn hóa),,
1234,phrase,cultural relativism,,thuyết tương đối văn hóa (không đánh giá văn hóa khác bằng tiêu chuẩn của mình),,
1235,n,determinism,,thuyết quyết định luận (quan điểm cho rằng mọi sự kiện bao gồm hành vi con người đều được định sẵn bởi các nguyên nhân trước đó),,
1235,adj,deterministic,,mang tính quyết định luận có thể dự đoán được dựa trên các điều kiện ban đầu,,
1236,n,subjectivity,,tính chủ quan (tính chất bị ảnh hưởng bởi cảm xúc ý kiến cá nhân),,
1236,adj,subjective,personal,chủ quan mang tính cá nhân,,
1237,n,objectivity,impartiality,tính khách quan (tính chất không bị ảnh hưởng bởi cảm xúc hay ý kiến cá nhân),,
1237,adj,objective,impartial,khách quan vô tư,,
1238,n,paradigm,framework,hệ hình mô hình mẫu mực (trong tư duy hoặc khoa học),,
1238,phrase,paradigm shift,,sự thay đổi hệ hình (một sự thay đổi căn bản trong cách tiếp cận hoặc giả định cơ bản),,
1239,n,correlation,,sự tương quan (mối quan hệ thống kê giữa hai biến số),,
1239,v,correlate,be related,tương quan có mối liên hệ với,,
1239,phrase,positive correlation,,tương quan thuận (khi một biến tăng biến kia cũng tăng),,
1239,phrase,negative correlation,,tương quan nghịch (khi một biến tăng biến kia giảm),,
1240,n,causality,,quan hệ nhân quả (khi một sự kiện (nguyên nhân) trực tiếp dẫn đến sự kiện khác (kết quả)),,
1240,adj,causal,,(thuộc về) nguyên nhân nhân quả,,
1241,n,deviation,divergence,sự lệch độ lệch (so với một giá trị chuẩn hoặc trung bình),,
1241,v,deviate,diverge,lệch đi đi chệch khỏi,,
1241,phrase,standard deviation,,độ lệch chuẩn (thước đo độ phân tán của một tập dữ liệu),,
1242,n,distribution,spread,sự phân phối phân bố (cách các giá trị của một biến được trải ra),,
1242,phrase,normal distribution,,phân phối chuẩn (phân phối có đồ thị hình chuông đối xứng),,
1243,n,variance,fluctuation,phương sai (thước đo độ phân tán của tập dữ liệu bình phương của độ lệch chuẩn),,
1243,adj,variable,changeable,biến số có thể thay đổi,,
1243,phrase,independent variable,,biến độc lập (biến được thao tác hoặc thay đổi trong thí nghiệm),,
1243,phrase,dependent variable,,biến phụ thuộc (biến được đo lường kết quả của thí nghiệm),,
1244,n,significance,,ý nghĩa (trong thống kê: khả năng một kết quả không xảy ra do ngẫu nhiên),,
1244,adj,significant,noteworthy,có ý nghĩa đáng kể (đặc biệt: có ý nghĩa thống kê),,
1244,phrase,statistical significance,,ý nghĩa thống kê,,
1245,n,probability,likelihood,xác suất (khả năng xảy ra của một sự kiện từ 0 đến 1),,
1245,adj,probable,likely,có khả năng cao nhiều khả năng,,
1246,n,sampling,,việc lấy mẫu (chọn một nhóm con từ tổng thể để nghiên cứu),,
1246,n,sample,,mẫu (nhóm con được chọn ra),,
1246,phrase,random sampling,,phương pháp lấy mẫu ngẫu nhiên,,
1246,phrase,sample size,,kích thước mẫu (số lượng quan sát trong một mẫu),,
1247,n,regression,,hồi quy (phân tích thống kê ước lượng mối quan hệ giữa các biến),,
1247,phrase,linear regression,,hồi quy tuyến tính (mô hình hồi quy với mối quan hệ tuyến tính),,
1248,n,inference,,suy luận (rút ra kết luận dựa trên bằng chứng và lập luận),,
1248,v,infer,deduce,suy ra rút ra kết luận,,
1249,n,parameter,,tham số (đặc trưng số mô tả một tổng thể ví dụ: trung bình tổng thể),,
1250,n,outlier,anomaly,giá trị ngoại lai (điểm dữ liệu khác biệt đáng kể so với các điểm còn lại),,
1251,n,mean,average,giá trị trung bình (tổng của tất cả giá trị chia cho số lượng giá trị),,
1251,n,median,,trung vị (giá trị ở chính giữa khi sắp xếp dữ liệu theo thứ tự),,
1251,n,mode,,mode (giá trị xuất hiện thường xuyên nhất trong một tập dữ liệu),,
1252,n,validity,,tính hợp lệ độ giá trị (mức độ một phép đo hoặc nghiên cứu thực sự đánh giá được điều nó muốn đánh giá),,
1252,n,reliability,consistency,độ tin cậy (mức độ một phép đo cho kết quả nhất quán khi lặp lại),,
1253,n,tectonics,,kiến tạo học (ngành nghiên cứu cấu trúc và chuyển động của vỏ Trái Đất),,
1253,adj,tectonic,,(thuộc) kiến tạo,,
1253,phrase,plate tectonics,,thuyết kiến tạo mảng,,
1253,phrase,tectonic activity,,hoạt động kiến tạo (gây ra động đất núi lửa),,
1254,adj,seismic,,(thuộc) động đất địa chấn,,
1254,n,seismology,,địa chấn học (ngành nghiên cứu về động đất và sóng địa chấn),,
1254,phrase,seismic wave,,sóng địa chấn (sóng năng lượng từ động đất),,
1255,n,erosion,,sự xói mòn bào mòn (do nước gió băng) ,,
1255,v,erode,wear away,xói mòn,,
1255,phrase,soil erosion,,xói mòn đất,,
1255,phrase,coastal erosion,,xói mòn bờ biển,,
1256,n,sediment,deposit,trầm tích (vật chất hạt nhỏ lắng đọng như bùn cát) ,,
1256,n,sedimentation,,quá trình lắng đọng tạo thành trầm tích,,
1257,adj,igneous,,(thuộc) đá magma (hình thành từ sự nguội lạnh của dung nham nóng chảy),,
1257,phrase,igneous rock,,đá magma,,
1258,adj,metamorphic,,(thuộc) đá biến chất (hình thành từ các loại đá khác dưới tác động của nhiệt độ và áp suất cao),,
1258,phrase,metamorphic rock,,đá biến chất,,
1259,adj,sedimentary,,(thuộc) đá trầm tích (hình thành từ sự nén chặt và gắn kết của các hạt trầm tích),,
1259,phrase,sedimentary rock,,đá trầm tích,,
1260,n,volcanism,,hoạt động núi lửa,,
1260,adj,volcanic,,(thuộc) núi lửa,,
1260,phrase,volcanic eruption,,sự phun trào núi lửa,,
1261,n,topography,,địa hình phép đo đạc và mô tả địa hình,,
1261,adj,topographical,,(thuộc) địa hình,,
1261,phrase,topographical map,,bản đồ địa hình,,
1262,n,stratification,,sự phân tầng (sắp xếp thành các lớp),,
1262,phrase,rock stratification,,sự phân tầng của đá,,
1263,n,fault,,đứt gãy (vết nứt trong lớp đá dọc theo đó có chuyển động),,
1263,phrase,fault line,,đường đứt gãy,,
1264,n,magma,,mácma (đá nóng chảy bên dưới bề mặt Trái Đất),,
1264,n,lava,,dung nham (mácma đã phun trào lên bề mặt),,
1265,adj,geothermal,,(thuộc) địa nhiệt (nhiệt từ bên trong lòng Trái Đất),,
1265,phrase,geothermal energy,,năng lượng địa nhiệt,,
1266,n,glacier,,sông băng (khối băng khổng lồ di chuyển chậm),,
1266,n,glaciation,,kỷ băng hà quá trình phát triển của các sông băng,,
1267,n,weathering,,sự phong hóa (quá trình đá bị phá vỡ tại chỗ do thời tiết),,
1267,phrase,chemical weathering,,phong hóa hóa học (do phản ứng hóa học),,
1268,n,cosmos,universe,vũ trụ (hệ thống có trật tự của mọi vật thể và năng lượng),,
1268,n,cosmology,,vũ trụ học (ngành nghiên cứu nguồn gốc và cấu trúc vũ trụ),,
1268,adj,cosmic,universal,(thuộc) vũ trụ,,
1269,n,galaxy,,"thiên hà (tập hợp khổng lồ gồm hàng tỷ ngôi sao,  khí và bụi)",,
1269,adj,galactic,,(thuộc) thiên hà,,
1269,phrase,spiral galaxy,,thiên hà xoắn ốc,,
1270,n,orbit,,quỹ đạo (đường mà một thiên thể di chuyển xung quanh một thiên thể khác do lực hấp dẫn),,
1270,v,orbit,revolve,quay quanh (trên một quỹ đạo),,
1271,adj,celestial,heavenly,(thuộc) bầu trời thiên thể,,
1271,phrase,celestial body,,"thiên thể (như sao, hành tinh, mặt trăng)",,
1272,n,nebula,cloud,tinh vân (đám mây khí và bụi trong không gian giữa các vì sao),,
1273,n,supernova,,siêu tân tinh (vụ nổ cực lớn của một ngôi sao ở cuối đời),,
1274,n,light-year,,năm ánh sáng (đơn vị đo khoảng cách: quãng đường ánh sáng đi được trong một năm),,
1275,n,black hole,,hố đen (vùng không-thời gian có lực hấp dẫn mạnh đến mức không gì có thể thoát ra kể cả ánh sáng),,
1275,phrase,event horizon,,"chân trời sự kiện (ranh giới xung quanh hố đen,  vượt qua đó không thể quay lại)",,
1276,n,gravity,gravitation,"trọng lực, lực hấp dẫn (lực hút giữa các vật thể có khối lượng)",,
1276,adj,gravitational,,(thuộc) lực hấp dẫn,,
1277,n,asteroid,,tiểu hành tinh (thiên thể đá nhỏ quay quanh Mặt Trời),,
1277,n,comet,,"sao chổi (thiên thể băng giá,  khi gần Mặt Trời tạo ra đuôi sáng)",,
1278,n,satellite,,vệ tinh (thiên thể quay quanh một hành tinh lớn hơn),,
1278,phrase,artificial satellite,,vệ tinh nhân tạo (do con người chế tạo và phóng lên quỹ đạo),,
1279,n,telescope,,kính thiên văn (dụng cụ quang học để quan sát các thiên thể xa),,
1280,n,exoplanet,extrasolar planet,hành tinh ngoài hệ Mặt Trời (quay quanh một ngôi sao khác Mặt Trời),,
1281,n,magnitude,,độ lớn (trong thiên văn: độ sáng của một ngôi sao),,
1281,n,angle,,góc (hình học),,
1281,adj,angular,,có góc cạnh/dạng góc,,
1281,phrase,right angle,,góc vuông,,
1281,phrase,acute angle,,góc nhọn,,
1281,phrase,obtuse angle,,góc tù,,
1282,n,expansion,,sự giãn nở,,
1282,phrase,expansion of the universe,,sự giãn nở của vũ trụ (các thiên hà đang dịch chuyển ra xa nhau),,
1282,n,triangle,,hình tam giác,,
1282,adj,triangular,,có hình tam giác,,
1282,phrase,equilateral triangle,,tam giác đều,,
1282,phrase,isosceles triangle,,tam giác cân,,
1282,phrase,right-angled triangle,,tam giác vuông,,
1283,n,square,,hình vuông,,
1283,n,rectangle,,hình chữ nhật,,
1283,adj,rectangular,,có hình chữ nhật,,
1283,phrase,square root,,căn bậc hai,,
1283,phrase,square metre,,mét vuông (đơn vị đo diện tích),,
1284,n,circle,,hình tròn,,
1284,adj,circular,round,có hình tròn/dạng vòng,,
1284,n,radius,,bán kính,,
1284,n,diameter,,đường kính,,
1284,phrase,circular motion,,chuyển động tròn,,
1285,n,circumference,,chu vi hình tròn,,
1285,phrase,calculate the circumference,,tính chu vi hình tròn,,
1286,n,perimeter,,chu vi (hình đa giác),,
1286,phrase,outer perimeter,,chu vi ngoài,,
1287,n,area,,diện tích,,
1287,phrase,surface area,,diện tích bề mặt,,
1287,phrase,total area,,tổng diện tích,,
1288,n,volume,,thể tích,,
1288,phrase,calculate volume,,tính thể tích,,
1288,phrase,high volume,,"khối lượng lớn (âm thanh,  dữ liệu,  vật chất)",,
1289,n,ratio,,tỷ số/tỷ lệ,,
1289,phrase,ratio of A to B,,tỷ lệ giữa A và B,,
1289,phrase,dependency ratio,,tỷ lệ phụ thuộc (nhân khẩu học/kinh tế),,
1290,n,proportion,,tỷ lệ/sự cân xứng,,
1290,adj,proportional,,tương ứng/tỉ lệ thuận,,
1290,phrase,direct proportion,,tỷ lệ thuận,,
1290,phrase,inverse proportion,,tỷ lệ nghịch,,
1290,phrase,out of proportion,,quá mức/không cân xứng,,
1291,n,fraction,,phân số/phần nhỏ,,
1291,adj,fractional,,(thuộc) phân số/rất nhỏ,,
1291,phrase,a fraction of,,một phần nhỏ của,,
1291,phrase,vulgar fraction,,phân số thường,,
1292,n,decimal,,số thập phân,,
1292,phrase,decimal point,,dấu thập phân,,
1292,phrase,decimal system,,hệ thập phân,,
1293,n,equation,,phương trình,,
1293,v,equate,,coi là tương đương/sánh ngang,,
1293,phrase,solve an equation,,giải phương trình,,
1293,phrase,linear equation,,phương trình tuyến tính,,
1294,n,variable,,biến số,,
1294,adj,variable,changeable,có thể thay đổi/không cố định,,
1294,phrase,independent variable,,biến độc lập,,
1294,phrase,dependent variable,,biến phụ thuộc,,
1294,v,vary,,thay đổi/dao động,,
1294,phrase,declare a variable,,khai báo một biến,,
1294,phrase,global variable,,biến toàn cục,,
1295,n,constant,,hằng số,,
1295,adj,constant,unchanging,không thay đổi/liên tục,,
1295,phrase,universal constant,,hằng số vũ trụ,,
1295,phrase,constant pressure,,áp suất không đổi,,
1296,n,algorithm,,thuật toán,,
1296,adj,algorithmic,,(thuộc) thuật toán,,
1296,phrase,complex algorithm,,thuật toán phức tạp,,
1296,phrase,genetic algorithm,,thuật toán di truyền,,
1296,phrase,algorithmic bias,,thiên kiến thuật toán,,
1297,n,syntax,,cú pháp,,
1297,phrase,programming syntax,,cú pháp lập trình,,
1297,phrase,syntax error,,lỗi cú pháp,,
1298,adj,boolean,,(thuộc) lô-gic Boole (đúng/sai),,
1298,phrase,boolean logic,,lô-gic Boolean,,
1298,phrase,boolean operator,,toán tử Boolean,,
1299,n,iteration,,sự lặp lại/vòng lặp,,
1299,v,iterate,,lặp lại,,
1299,phrase,next iteration,,lần lặp tiếp theo,,
1299,phrase,iterative process,,quy trình lặp,,
1300,n,recursion,,sự đệ quy,,
1300,adj,recursive,,đệ quy,,
1300,phrase,recursive function,,hàm đệ quy,,
1300,phrase,infinite recursion,,đệ quy vô hạn,,
1301,n,database,,cơ sở dữ liệu,,
1301,phrase,relational database,,cơ sở dữ liệu quan hệ,,
1301,phrase,database management system (DBMS),,hệ quản trị cơ sở dữ liệu,,
1302,n,query,,truy vấn,,
1302,v,query,,truy vấn/chất vấn,,
1302,phrase,search query,,truy vấn tìm kiếm,,
1302,phrase,database query,,truy vấn cơ sở dữ liệu,,
1303,n,protocol,,giao thức,,
1303,phrase,network protocol,,giao thức mạng,,
1303,phrase,communication protocol,,giao thức truyền thông,,
1303,phrase,standard protocol,,giao thức tiêu chuẩn,,
1304,n,bandwidth,,băng thông,,
1304,phrase,high bandwidth,,băng thông cao,,
1304,phrase,limited bandwidth,,băng thông hạn chế,,
1305,n,latency,delay,độ trễ,,
1305,phrase,low latency,,độ trễ thấp,,
1305,phrase,network latency,,độ trễ mạng,,
1306,n,encryption,,sự mã hóa,,
1306,v,encrypt,,mã hóa,,
1306,n,decryption,,sự giải mã,,
1306,phrase,data encryption,,mã hóa dữ liệu,,
1306,phrase,encryption key,,khóa mã hóa,,
1307,n,debugging,,việc gỡ lỗi,,
1307,v,debug,,gỡ lỗi,,
1307,phrase,debugging tools,,công cụ gỡ lỗi,,
1308,n,scalability,,khả năng mở rộng,,
1308,adj,scalable,expandable,có thể mở rộng,,
1308,phrase,system scalability,,khả năng mở rộng hệ thống,,
1308,phrase,scalable solution,,giải pháp có thể mở rộng,,
1309,n,API (Application Programming Interface),,giao diện lập trình ứng dụng,,
1309,phrase,public API,,API công khai,,
1309,phrase,integrate with an API,,tích hợp với một API,,
1311,n,strategy,,chiến lược,,
1311,adj,strategic,,mang tính chiến lược/thuộc chiến lược,,
1311,v,strategize,,hoạch định chiến lược,,
1311,phrase,strategic planning,,hoạch định chiến lược,,
1311,phrase,long-term strategy,,chiến lược dài hạn,,
1312,n,advantage,,lợi thế,,
1312,phrase,competitive advantage,,lợi thế cạnh tranh,,
1312,phrase,sustainable competitive advantage,,lợi thế cạnh tranh bền vững,,
1312,phrase,gain a competitive advantage,,giành được lợi thế cạnh tranh,,
1313,n,analysis,,sự phân tích,,
1313,phrase,SWOT analysis,,"phân tích SWOT (Điểm mạnh, điểm yếu, cơ hội, thách thức)",,
1313,phrase,conduct a SWOT analysis,,tiến hành một phân tích SWOT,,
1314,n,stakeholder,,bên liên quan,,
1314,phrase,internal stakeholders,,các bên liên quan nội bộ,,
1314,phrase,external stakeholders,,các bên liên quan bên ngoài,,
1314,phrase,stakeholder engagement,,sự tham gia của bên liên quan,,
1315,n,outsourcing,,việc thuê ngoài,,
1315,v,outsource,,thuê ngoài,,
1315,phrase,offshore outsourcing,,thuê ngoài ở nước ngoài,,
1315,phrase,business process outsourcing (BPO),,thuê ngoài quy trình kinh doanh,,
1316,n,merger,,sự sáp nhập,,
1316,n,acquisition,,sự mua lại,,
1316,phrase,mergers and acquisitions (M&A),,hoạt động sáp nhập và mua lại,,
1316,phrase,hostile takeover,,thôn tính thù địch (không dùng 'hostile acquisition'),,
1317,n,diversification,,sự đa dạng hóa,,
1317,v,diversify,,đa dạng hóa,,
1317,phrase,product diversification,,đa dạng hóa sản phẩm,,
1317,phrase,market diversification,,đa dạng hóa thị trường,,
1318,n,share,,thị phần/phần sở hữu,,
1318,phrase,market share,,thị phần,,
1318,phrase,gain market share,,tăng thị phần,,
1318,phrase,dominant market share,,thị phần thống trị,,
1319,n,niche,,thị trường ngách/vị trí chuyên biệt,,
1319,phrase,niche market,,thị trường ngách,,
1319,phrase,carve out a niche,,tạo dựng một thị trường ngách,,
1320,n,benchmarking,,việc đối chuẩn/so sánh chuẩn,,
1320,v,benchmark,,lấy chuẩn để so sánh,,
1320,phrase,performance benchmarking,,đối chuẩn hiệu suất,,
1320,phrase,industry benchmarking,,đối chuẩn trong ngành,,
1321,n,leadership,,khả năng lãnh đạo/sự lãnh đạo,,
1321,phrase,transformational leadership,,lãnh đạo chuyển đổi,,
1321,phrase,transactional leadership,,lãnh đạo giao dịch,,
1322,n,culture,,văn hóa,,
1322,phrase,organizational culture,,văn hóa tổ chức,,
1322,phrase,strong organizational culture,,văn hóa tổ chức mạnh,,
1322,phrase,toxic work culture,,văn hóa làm việc độc hại,,
1323,n,revenue,,doanh thu,,
1323,phrase,annual revenue,,doanh thu hàng năm,,
1323,phrase,generate revenue,,tạo ra doanh thu,,
1324,n,efficiency,,hiệu suất (tiết kiệm nguồn lực),,
1324,n,effectiveness,,hiệu quả (đạt được mục tiêu),,
1324,phrase,operational efficiency,,hiệu suất hoạt động,,
1325,n,sustainability,,tính bền vững,,
1325,phrase,corporate social responsibility (CSR),,trách nhiệm xã hội của doanh nghiệp,,
1325,phrase,environmental sustainability,,tính bền vững môi trường,,
1326,n,publicity,,sự công khai/sự chú ý của truyền thông,,
1326,v,publicize,,công khai/đưa tin rộng rãi,,
1326,phrase,generate publicity,,tạo dư luận chú ý,,
1326,phrase,bad publicity,,tin tức tiêu cực/tiếng xấu,,
1327,phrase,press release,,thông cáo báo chí,,
1327,phrase,issue a press release,,phát hành một thông cáo báo chí,,
1327,phrase,official press release,,thông cáo báo chí chính thức,,
1328,n,management,,sự quản lý/ban quản lý,,
1328,phrase,crisis management,,quản lý khủng hoảng,,
1328,phrase,crisis management plan,,kế hoạch quản lý khủng hoảng,,
1328,phrase,effective crisis management,,quản lý khủng hoảng hiệu quả,,
1329,n,reputation,,danh tiếng/uy tín,,
1329,adj,reputable,,có uy tín/đáng tin cậy,,
1329,phrase,damage reputation,,làm tổn hại danh tiếng,,
1329,phrase,stellar reputation,,danh tiếng xuất sắc,,
1329,phrase,reputation management,,quản trị danh tiếng,,
1330,n,brand,,thương hiệu/nhãn hiệu,,
1330,phrase,brand image,,hình ảnh thương hiệu,,
1330,phrase,brand equity,,giá trị thương hiệu,,
1330,phrase,build a brand image,,xây dựng hình ảnh thương hiệu,,
1330,phrase,consistent brand image,,hình ảnh thương hiệu nhất quán,,
1331,n,endorsement,,sự chứng thực/sự ủng hộ chính thức,,
1331,v,endorse,,chứng thực/ủng hộ,,
1331,phrase,celebrity endorsement,,sự quảng cáo từ người nổi tiếng,,
1331,phrase,official endorsement,,sự xác nhận chính thức,,
1332,n,transparency,,tính minh bạch,,
1332,adj,transparent,,minh bạch/rõ ràng,,
1332,phrase,lack of transparency,,thiếu tính minh bạch,,
1332,phrase,corporate transparency,,tính minh bạch doanh nghiệp,,
1333,n,propaganda,,"sự tuyên truyền (thường mang hàm ý tiêu cực, thiếu khách quan)",,
1333,phrase,political propaganda,,tuyên truyền chính trị,,
1333,phrase,spread propaganda,,phát tán tuyên truyền,,
1334,n,spin,,sự xoay chuyển/bóp méo thông tin,,
1334,phrase,spin doctor,,chuyên gia định hướng dư luận,,
1334,phrase,put a positive spin on,,định hướng/góc nhìn tích cực cho một sự việc tiêu cực,,
1335,phrase,media coverage,,sự đưa tin/độ phủ sóng của truyền thông,,
1335,phrase,extensive media coverage,,truyền thông đưa tin rộng rãi,,
1335,phrase,bias in media coverage,,sự thiên vị trong đưa tin của truyền thông,,
1336,n,audience,,khán thính giả/người xem,,
1336,phrase,target audience,,đối tượng mục tiêu/khán giả mục tiêu,,
1336,phrase,reach the target audience,,tiếp cận đối tượng mục tiêu,,
1336,phrase,define the target audience,,xác định đối tượng mục tiêu,,
1337,phrase,public opinion,,dư luận/ý kiến công chúng,,
1337,phrase,shape public opinion,,định hình dư luận,,
1337,phrase,shift in public opinion,,sự thay đổi trong dư luận,,
1338,n,persuasion,,sự thuyết phục,,
1338,v,persuade,,thuyết phục,,
1338,adj,persuasive,,có tính thuyết phục,,
1338,phrase,power of persuasion,,sức mạnh thuyết phục,,
1339,n,credibility,,độ tin cậy/tính đáng tin,,
1339,adj,credible,,đáng tin cậy,,
1339,phrase,establish credibility,,xây dựng độ tin cậy,,
1339,phrase,lose credibility,,mất đi độ tin cậy,,
1340,n,outreach,,hoạt động tiếp cận cộng đồng,,
1340,phrase,community outreach,,hoạt động vì cộng đồng,,
1340,phrase,outreach program,,chương trình tiếp cận cộng đồng,,
1341,n,function,,hàm số/hàm,,
1341,phrase,linear function,,hàm số bậc nhất/hàm tuyến tính,,
1341,phrase,quadratic function,,hàm số bậc hai,,
1341,phrase,exponential function,,hàm số mũ,,
1342,n,derivative,,đạo hàm,,
1342,v,differentiate,,tính đạo hàm/vi phân/phân biệt,,
1342,phrase,first derivative ($f'(x)$),,đạo hàm cấp một,,
1342,phrase,partial derivative,,đạo hàm riêng,,
1343,n,integral,,tích phân,,
1343,v,integrate,,tính tích phân,,
